Updated on:,F2,F3,2022-11-28,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,Contact:,Food & Trade Statistics Branch - Tel 020 8026 3006  Email: familyfood@defra.gov.uk,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61
277,,,Chocolate biscuits,,g,42.7966346668918,35.8937940544867,37.2571630135111,35.3859040651902,39.903577793342,43.3095937182782,42.025504301036,44.212730554424,49.1189532765289,53.1224239097314,48.9509262729112,50.870319325903,49.1589379069365,54.8913699227055,56.2921737403187,58.0181431510521,55.2232430822206,56.8752817003353,58.6040082069218,61.591890059055,61.0644827112032,59.358738845354,70.3287395036635,68.2519621671803,67.8584529130409,67.2890325444737,71.258828971589,67.3436375740377,69.022182267184036,62.206197682500438,57.909110137920877,58.272392641198053,55.890684398691704,49.452021084442706,53.1208468858406,55.278671205963335,51.981115094043489,52.374041878712269,50.0342614251897,50.8689539133461,50.841987074956,52.0033635845883,54.619513820399,60.6287541421331,57.8999817291823,55.9517047490019,59.2997860919277,61.7175511104333,üü,6.5933861587504623,4.0771901179499936,,,,üüü
281301,,Other cereals and cereal products,,,g,263.624097689726,264.708313096987,276.14040359744,276.143588346463,279.49212489479,286.795293484647,296.676668264335,295.964587951036,291.133402260615,291.720150672853,302.167659940948,298.73143307416,323.243513005081,335.379896709325,334.734521801377,350.332687995299,346.757465373613,380.782878062799,386.147616546942,371.935229549392,376.053461475874,421.061153397461,475.904361450616,461.876108650334,430.679279006187,446.8990619526,470.086396203598,510.28862992848099,515.19324974057781,506.2850476479407,498.29552501779625,532.13893535107638,530.28207206743707,535.90652463004415,535.343562467925,547.58167467514784,555.75025230522533,547.16713665066311,541.553938401798,548.892991064792,559.94456361396,565.690270001848,565.234744121609,561.568438591049,581.69072010355,589.374662243722,606.667226346244,619.352862993583,üüü,6.4745992308986269,2.0910370787194679,,k,,üüü
281,,,Oatmeal and oat products,,g,13.0605463597929,12.6843534106846,12.4162256447575,12.9726543450258,12.0261290365743,11.5068696876744,10.7142669113667,11.656180954332,9.47293592853005,11.5432638449071,10.8712212894362,12.6945130158306,14.1432740176896,12.6214835498591,16.1885082770294,14.2292578985478,13.4331892766105,17.7066447878932,13.6041205423476,12.6547093752672,10.0891619809893,10.3173023555298,11.6349839268414,14.629546762232,10.3186374096928,12.347948343541,13.5717921615726,11.952702288104028,12.661381071252341,12.319166172315855,14.197276079801336,18.813524137201831,17.355365305883581,19.466612174849892,19.7004187471934,20.825489535831299,21.196249870451918,19.819583789580111,22.0743865121665,24.0636183290912,23.1729448956619,23.0916572476346,22.686499480108,24.2021412690685,27.0308847469927,25.7399520606154,21.339649878052,26.6074019325473,ü,-1.5666627948331424,24.685278739803419,,,,üü
282,,,Breakfast cereals,,g,77.3510323864245,82.2313564067029,87.4596390558032,88.8649453705049,92.9146002731604,91.0083312030013,94.1553101626131,95.2225203606803,94.9509557694615,102.953174982784,111.001074813247,108.770156968337,117.795388356418,119.073895078796,120.121204743455,119.732148145442,120.527477477939,127.226954497574,123.997189362251,120.818643190323,125.51948987257,127.136629991033,132.077158726567,127.226365416751,127.904163830324,125.983530415017,135.074175047303,132.93345653928097,132.42844967304967,133.83650656864324,130.58787371647855,135.07996777577915,134.84448722278756,129.91165923413828,129.738931133668,133.29637867329171,132.58600847411455,132.4795532173078,127.743979569258,126.694336277194,126.226624575137,125.768895518671,124.184054230452,118.671907934732,122.19834041429,121.874030350494,128.472079630159,125.424530621566,üü,2.6401260412692014,-2.3721488881993045,,,,üüü
28202,,,,Muesli,g,7.73510323864245,8.22313564067029,8.74596390558032,8.88649453705049,9.29146002731604,9.10083312030013,9.41553101626131,9.52225203606803,9.49509557694615,10.2953174982784,11.1001074813247,10.8770156968337,11.7795388356418,11.9073895078796,12.0121204743455,11.9732148145442,12.0527477477939,12.7226954497574,17.5117942745183,15.2573440253663,15.6977275344379,15.6283755211083,12.2597490893236,13.3415188191933,10.6384058784173,12.5023670208843,16.3287824545126,16.074322931497587,15.925274910066552,17.956448201312956,17.609329564222136,19.985817388627581,17.7026135816451,19.209509083169159,17.5951309138905,17.568052100474844,18.825663054504606,19.172023131274265,18.3733688703742,19.3875763973611,19.3181985336909,23.1013210958801,23.4401164411934,20.4200576360867,23.7363324441505,23.0841945149438,25.7787230836787,24.0258865309801,ü,1.2198771124850885,-6.7995476230874354,,,,üü
28203,,,,High fibre breakfast cereals,g,29.3933923068413,31.2479154345471,33.2346628412052,33.7686792407919,35.3075481038009,34.5831658571405,35.779017861793,36.1845577370585,36.0813631923954,39.1222064934579,42.180408429034,41.3326596479679,44.7622475754388,45.2480801299426,45.6460578025129,45.498216295268,45.8004414416168,48.346242709078,50.1693983780627,49.5219249467414,50.4000894572337,48.9162707920251,56.394767837752,53.6610099891039,55.4197274107223,47.2613746954887,50.4849657531435,54.108221582335396,53.87573538246879,54.692177714960067,53.979098596901352,58.624294090789277,59.503168260066793,55.696470401880489,54.1862108184484,55.482230256664259,53.400224030789019,51.547534510988896,48.013790140702,46.123435625019,47.8017649205894,48.2848171708113,46.9774967483795,45.3077064760504,46.685014344151,43.8014565787067,46.9413297938037,45.9472935043972,ü,-1.5802090887569427,-2.1176142511789142,,,,üü
28204,,,,Sweetened breakfast cereals,g,19.3377580966061,20.5578391016757,21.8649097639508,22.2162363426262,23.2286500682901,22.7520828007503,23.5388275406533,23.8056300901701,23.7377389423654,25.738293745696,27.7502687033118,27.1925392420842,29.4488470891045,29.7684737696991,30.0303011858638,29.9330370363605,30.1318693694847,31.8067386243934,22.7789561249016,21.7443745310592,25.8170493247626,27.1201005893822,24.8771049850995,27.3231239723093,26.3231005274612,36.5192852361912,39.3306207817785,34.441227641627577,36.192269896984911,32.546204728967055,33.67890495878099,31.991448003521761,29.584434125389031,29.388976401052542,32.9794831715966,35.302948898357961,33.170068162239033,32.819951911235293,31.8746655669607,30.803851782096,32.5628008698236,30.197405173569,29.4790595493481,32.2574368693246,30.7780204362527,33.1295598460372,33.2125604315168,29.2139999078948,ü,-5.0816150817667856,-12.039302214795946,,,,üü
28205,,,,Other breakfast cereals,g,20.8847787443346,22.2024662298098,23.6141025450669,23.9935352500363,25.0869420737533,24.5722494248104,25.4219337439055,25.7100804973837,25.6367580577546,27.7973572453516,29.9702901995768,29.3679423814509,31.8047548562328,32.149951671275,32.4327252807329,32.3276799992694,32.5424189190435,34.3512777143449,33.5370405847689,34.2949996871562,33.6046235561361,35.4718830885178,38.5455368143913,32.9007126361446,35.5229300137234,29.7005034624532,28.9298060578683,28.309684383820372,26.435169483529485,28.641675923402882,25.320540596574226,24.478408292840609,28.054271255686565,25.616703348036012,24.9781062297329,24.943147417794574,27.190053226581927,28.940043663809401,29.4821549912208,30.3794724727184,26.5438602510337,24.1853520784107,24.2873814915316,20.6867069532699,20.9989731897355,21.8588194108064,22.5394663211601,26.237350678294,ü,24.945874454085828,16.406264036794262,yes,k,,üü
285,,,Canned milk puddings,,g,58.5303715956422,56.1176423460134,54.7969882942019,48.6330462875042,43.2290802800178,43.5018194624411,34.8418704791072,36.5327307482372,34.5856229881692,31.2065001325567,32.3069824445919,30.1919629951473,30.7802505990547,32.7038388422602,30.7652518631363,31.3993959693342,30.0009547848005,34.2183510732662,32.5205540307718,33.4045402513698,34.2696306511407,37.3011892967394,34.5398692306547,33.7437713810882,31.5087999391475,31.2975946906654,29.8105166756913,25.831546672648056,28.178741301630726,28.024926292070806,27.9904735699808,27.34559539492367,26.822538557778032,27.544304605773846,28.6573236650331,28.298732676153026,25.747981855942516,25.965536249733383,24.5254065955913,24.608572548928,24.8141179777199,22.6493547009446,21.4146759023107,25.3751271309963,23.9082454204984,18.9596081524059,21.9705425279166,21.8492721050481,ü,-8.6119800062155338,-0.55196826712129232,,,,üü
28502,,,,Canned or fresh carton custard,g,29.2651857978211,28.0588211730067,27.3984941471009,24.3165231437521,21.6145401400089,21.7509097312205,17.4209352395536,18.2663653741186,17.2928114940846,15.6032500662783,16.1534912222959,15.0959814975737,15.3901252995273,16.3519194211301,15.3826259315681,15.6996979846671,15.0004773924003,17.1091755366331,16.2602770153859,16.7022701256849,17.1348153255703,18.6505946483697,17.2699346153274,16.8718856905441,15.7543999695738,15.6487973453327,14.9052583378457,11.636532304783398,12.668062875207838,13.93220203919515,14.679961867472844,15.160146871722974,15.63087922537972,15.802666560200723,17.4931018073718,16.074612191251806,15.546815312790594,15.121769086391712,15.0597520363498,14.7113081006416,14.9065106488637,14.6370637462425,13.9765864877238,16.4908522534917,15.2305142264427,12.1377459383165,13.4252626273079,14.8485915083577,ü,-2.5076153858413663,10.601869926586595,,,,üü
28503,,,,All canned milk puddings,g,29.2651857978211,28.0588211730067,27.3984941471009,24.3165231437521,21.6145401400089,21.7509097312205,17.4209352395536,18.2663653741186,17.2928114940846,15.6032500662783,16.1534912222959,15.0959814975737,15.3901252995273,16.3519194211301,15.3826259315681,15.6996979846671,15.0004773924003,17.1091755366331,16.2602770153859,16.7022701256849,17.1348153255703,18.6505946483697,17.2699346153274,16.8718856905441,15.7543999695738,15.6487973453327,14.9052583378457,14.195014367864699,15.510678426422849,14.092724252875648,13.310511702507952,12.1854485232007,11.191659332398222,11.74163804557312,11.1642218576613,12.224120484901206,10.201166543151942,10.843767163341687,9.46565455924155,9.89726444828641,9.90760732885623,8.01229095470216,7.43808941458691,8.88427487750461,8.67773119405564,6.82186221408936,8.54527990060871,7.0006805966904,,-19.325910884564411,-18.075467648617121,,,,ü
286,,,Puddings,,g,10.2666624585083,9.13677592066624,8.08783616784117,7.13082006316753,7.31392529729918,6.97809656080508,6.61796393625607,5.94395844938877,5.99640226059728,7.96781917789332,7.05110799680958,6.91023658434275,8.21638508846068,7.60056168174055,8.30466362822198,7.24282524620836,7.0255454712423,8.46968891601649,6.05348741094273,5.58708977870974,6.40556488402916,6.99901377987495,8.59691542605444,7.18681961846066,7.61460534465108,8.15390597293929,7.00722738157097,9.5090918146628383,8.6637005300722656,9.3004097294387211,10.662569553794938,11.416943841271229,10.0188359301989,11.251390362421137,10.7351008732416,11.092139403685763,11.931781892224118,11.286233109215917,9.31738049645193,9.04691408386453,10.028461910185,8.54773841170839,9.37651922729196,9.32280663785968,8.91459460984921,8.23919488116646,8.04646501837942,7.41204659916818,ü,-16.854922477584683,-7.8844364296883755,,,,üü
287,,,Rice,,g,17.3983973667557,17.198719281596,20.4010321688925,21.3988675076173,18.9439702878995,22.8891274338441,30.9328531717149,26.0128564524276,22.4706539362654,27.7686521596914,31.0605888315147,26.5664198565822,27.542565314385,36.0693627896453,27.9908070954103,33.4671606751906,31.5051808929061,41.1374382318427,41.4917278519552,40.5098630639308,41.0095460097154,58.0847627696731,92.0026303162459,82.23936405155,66.2437786341047,74.1340558543932,69.0124973097243,79.732478671406128,84.067753284949987,80.33610427524917,79.063212932436485,90.38710623289596,86.666969918003218,93.65900855510813,90.288394316259,91.838746122700357,91.846185558456185,91.648467487344107,92.4640721230337,95.0889717380818,103.434717311497,101.704035350616,98.5810893115735,89.7108700806437,96.9032577073095,107.005325760772,111.076467054638,100.956374016381,ü,4.1826419513301696,-9.1109244888738949,,,,üü
28702,,,,Dried rice,g,9.2211506043805,9.11532121924587,10.812547049513,11.3413997790372,10.0403042525867,12.1312375399374,16.3944121810089,13.7868139197866,11.9094465862206,14.7173856446364,16.4621120807028,14.0802025239885,14.5975596166241,19.116762278512,14.8351277605674,17.737595157851,16.6977458732402,21.8028422628766,21.9906157615363,21.4702274238833,21.7350593851492,46.3625565488614,76.2864356627166,65.4118198218672,47.8162255735291,58.3593426665585,54.2231866855608,52.737612259405537,59.342968309987519,55.474800656271469,52.942345002076841,64.935929917365712,60.155654257945713,65.512801513323083,63.0542114302946,62.5828350204714,62.546892399003404,63.706835716949485,62.2466582605628,63.2815957001844,68.1666134072547,68.3816061979893,64.5891468837443,48.9693033172128,62.8925682778166,69.7979296770251,69.6427302831127,65.688532983837,,4.4456201783169682,-5.6778321056641525,,,,ü
28703,,,,Cooked rice,g,0.869919868337783,0.859935964079799,1.02005160844463,1.06994337538086,0.947198514394974,1.1444563716922,1.54664265858575,1.30064282262138,1.12353269681327,1.38843260798457,1.55302944157574,1.32832099282911,1.37712826571925,1.80346813948227,1.39954035477051,1.67335803375953,1.5752590446453,2.05687191159214,2.07458639259776,2.02549315319654,2.05047730048577,1.17222062208118,1.57161946535293,1.68275442296829,1.84275530605756,1.57747131878348,1.47893106241635,5.3943400581207843,4.3889508293138242,5.0695842099003849,5.1411375443338896,5.4010506154183116,5.8034817186600742,8.2299334705003115,10.7515425645879,11.423433684659715,12.698090660089361,12.000520215892248,13.8042749701568,14.823861693145,18.5918082239118,18.3351555371438,18.2026963351111,24.14325822002,21.5823148473445,22.8471749004841,26.3166003036483,26.1318417331472,ü,21.079883775129293,-0.70206093632658007,,k,,üü
28704,,,,Takeaway rice,g,7.30732689403738,7.22346209827031,8.56843351093486,8.98752435319926,7.95646752091779,9.61343352221451,12.9917983321203,10.9253997100196,9.43767465323146,11.6628339070704,13.0454473092362,11.1578963397645,11.5678774320417,15.149132371651,11.7561389800723,14.05620748358,13.2321759750206,17.2777240573739,17.4265256978212,17.0141424868509,17.2240093240805,10.5499855987306,14.1445751881764,15.1447898067146,16.584797754518,14.1972418690513,13.3103795617471,21.600526353880014,20.335834145648398,19.791719409077647,20.979730386025711,20.05012570011209,20.70783394139746,19.916273571284734,16.4826403213763,17.832477417569319,16.60120249936347,15.94111155450245,16.4131388923143,16.9835143447523,16.6762956803301,14.9872736154833,15.7892460927179,16.5983085434107,12.4283745821484,14.3602211832631,15.117136467877,9.13599929939686,ü,-26.490795405221981,-39.565278657037325,yes,m,,üü
290,,,"Invalid foods, slimming foods and sports foods",,g,0.764170725232688,0.340442465139468,0.239483059254454,0.191219084644341,0.335341435538426,0.319887759847785,0.210400256140691,0.498671812146747,0.593799965641369,0.296971290423366,0.129185934268574,9.72982256524597e-02,0.33205115892349,0.443144448636279,0.231674620964357,0.341360805669926,0.195731614463794,0.136654471275836,0.633905047569727,0.370576136532324,0.182692943609432,7.10472239141732e-02,9.08810300664014e-02,0,0.199825781368363,0.321804791536441,0.604303469285406,1.5879436080334259,4.2262984651155842,4.7256393210939738,3.7464851008410602,2.1718038265912289,5.1321794885753409,3.3170056904040544,3.35821382983044,4.2748086987713858,3.4390150926604641,3.8448588040810847,4.06976220936157,4.39430079123306,3.93529923756203,4.95111889626117,5.21230308757684,5.96919997270592,6.25419848843209,8.33121345482281,7.21043345909986,6.33885491097885,,1.3535934733018558,-12.087741369016403,,,," "
291,,,Infant cereal foods,,g,4.77977720044936,4.09342470533548,4.7075804590048,3.76024919028962,4.82975684536424,5.15443684911063,4.48847142766125,4.05372781465031,3.51211595608803,3.87497779656131,4.25116873995985,4.61307471554823,3.54774341415267,3.7408285108359,3.6899805630992,3.52471047720603,3.87128029866383,2.62962198676923,2.89987330126871,2.66397117764384,2.13502315527688,2.42107232116377,1.33559511217109,2.75347906469043,1.88817853079428,1.47837507900212,1.82806972972525,0.80607216026265038,0.92640736056942208,1.2348835095709518,0.80821360708529,1.0869472598308021,0.9030605009717827,0.99264623290497578,1.19746906772617,0.89292174946349245,1.0367710833964479,1.1574650013495467,1.08815872442462,1.47724853939469,1.11429742747256,0.861938151315144,1.07070479996838,1.44423594621192,1.39002772533027,1.31128485073114,1.37117901809842,1.54886412451408,û,11.426851154790386,12.958563693752721,,,," "
294,,,Cakes and pastries - frozen,,g,3.83168818981588,4.97252363960791,6.3529177004504,6.53852306976939,7.97753226431386,8.86684192087124,10.6848293500938,12.3954479334979,13.1880809993303,9.2624307138413,9.92924923397298,12.5508770178202,12.040886516466,12.5526611952084,15.2649685723507,17.0020855187893,17.8818345879622,16.239183303447,21.4649203768476,23.424313049399,23.7599270488615,25.7938224573281,20.7165785221308,18.3969697412202,16.3176628450619,17.1159266645998,18.1465562081066,13.740490261743044,11.596386655569605,12.538116577149983,8.5598710016104267,7.5250491745178421,8.4810197630261559,7.814120255632111,10.1480597123155,9.6977355704633403,7.6050722955763446,7.3928088425520126,10.6114278220232,8.72322135788896,8.71705766558026,7.2757445005438,7.17076383829412,7.81895976410021,6.84862664883391,6.98947776038622,7.27254830348691,7.48897274819885,ü,9.3499928116825242,2.9759093467715516,,,,ü
295,,,Pasta,,g,30.8606757191387,14.966365280941,15.0169617090282,15.9786863255905,16.1698482293761,17.2118658685381,17.689262241301,17.2587800920061,17.6371029271403,37.6538259577248,34.8258953274025,33.8900334905888,35.7282683374921,34.8280300822418,33.6911833906802,36.4004909386125,32.3142222069387,30.9489115523763,34.4573861101562,32.6731561857002,32.9116133939118,33.2065456707931,36.5178553719099,32.1732206975566,57.7054200351542,63.8249407632797,73.2143618085968,89.241670794799788,88.021042442051268,83.042454420667127,81.432450457900472,89.315897774361488,86.634602852636817,92.010187210158492,91.1206974397991,90.958665867175512,94.643959633051566,90.701187856625793,90.9074371111719,89.6905469622849,87.0407212347948,84.2690244286105,86.8669180126648,90.2158672485378,90.7417106741075,93.7087271561949,97.7367064318768,104.378659537828,üü,15.028313619407733,6.7957611305234007,yes,k,,üüü
29501,,,,Canned pasta,g,30.8606757191387,14.966365280941,15.0169617090282,15.9786863255905,16.1698482293761,17.2118658685381,17.689262241301,17.2587800920061,17.6371029271403,37.6538259577248,34.8258953274025,33.8900334905888,35.7282683374921,34.8280300822418,33.6911833906802,36.4004909386125,32.3142222069387,30.9489115523763,34.4573861101562,32.6731561857002,32.9116133939118,33.2065456707931,36.5178553719099,32.1732206975566,27.3464521608651,26.3815640397565,29.9506238756714,29.64177438478761,28.920363083345361,24.75658597313738,24.188139099492098,25.93408863146318,24.389080327538824,23.688664942119207,24.5202632764146,23.169620302295158,20.394650008582332,19.921766814266583,20.6662756476149,18.5789593144633,16.5442379778834,15.526402794179,16.2781462339181,16.4226406166499,15.5192089132967,14.8288933847395,13.5688337396241,14.8009928482612,,-4.6279167259623559,9.0808033489196145,,,,ü
29502,,,,Dried and fresh pasta,g,,,,,,,,,,,,,,,,,,,,,,,,,30.3589678742891,37.4433767235233,43.2637379329254,58.894235907588495,58.15006766354395,57.593400161810415,56.483442472439656,62.372177507444377,61.141835246337386,67.435383247281749,65.8737923114881,66.722021078861587,73.140245974653439,69.938789996818173,69.4019533738736,70.1376452380538,69.7222476114004,67.9600793453001,69.6655948165782,72.8565841921462,74.118161274142,77.707981386752,82.9576165333285,88.2393704990211,üü,19.052292963189849,6.3668101693479464,yes,k,,üüü
29503,,,,Takeaway pasta and noodles,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70566050242378553,0.95061169516200739,0.6924682857193788,0.76086888596890168,1.009631635453776,1.1036872787606489,0.88613902075767947,0.72664185189637,1.0670244860187341,1.1090636498157864,0.84063104554114465,0.839208089683286,0.9739424097679,0.774235645510886,0.782542289131472,0.923176962168478,0.936642439741813,1.10434048666889,1.17185238470344,1.21025615892408,1.33829619054593,û,21.185106106427629,10.579581081056649,,,," "
296,,,Pizza,,g,0,3.74159132023524,3.75424042725704,3.99467158139762,4.04246205734402,4.30296646713453,4.42231556032524,4.31469502300151,4.40927573178509,14.0793368243791,15.8096586502417,16.6163529510395,19.7757372102017,21.9817716715613,25.5882588015172,30.7668540153986,34.7234604138684,34.8191361159229,35.879827809739,38.565965361945,37.8869733496224,50.5366170706762,55.3765218302588,57.0178498228252,57.1580145538463,61.8731781006243,57.0478776923764,69.792003801388347,65.555073936742403,67.086354977800426,68.639067662844582,73.634323444156493,70.314413159329916,72.757245149228893,69.5060873853281,70.895171968009365,75.984728042509843,76.390552216776157,79.829483883102,78.1633999184689,75.2200998078201,85.5563152814249,88.0422876464248,84.4107716987894,87.3255706699,89.3492252936367,88.1014953604556,86.9286570842075,üü,-0.45452160535300473,-1.3312353796602134,,,,üüü
29601,,,,"Pizzas, frozen and not frozen",g,0,1.87079566011762,1.87712021362852,1.99733579069881,2.02123102867201,2.15148323356727,2.21115778016262,2.15734751150076,2.20463786589254,12.8779828518658,14.4193018159539,15.4687062939991,18.2663126735705,19.1065399356314,21.1181518212432,25.0387502274471,27.2217624196446,27.8455277967732,28.3500374003209,29.9045342327785,29.6052125790351,39.0122529826875,45.4365607021026,46.6881915769905,45.4534758675932,47.6786848196672,44.285531989538,49.533289235752065,47.480803384680456,47.782407528747235,48.833212449546906,51.720109273441935,50.206673983386814,50.67815768962857,49.1747038152668,54.034251487889151,54.202048361104559,54.932983446918421,55.2067693904411,57.4552951426117,52.9982299001007,58.8907816353482,58.6757794630655,56.9800556634657,62.9603334607595,63.3969968705854,62.3340898241988,66.7885213574487,üü,6.080317060384,7.1460601186490287,,,,üüü
29602,,,,Takeaway pizza,g,0,1.87079566011762,1.87712021362852,1.99733579069881,2.02123102867201,2.15148323356727,2.21115778016262,2.15734751150076,2.20463786589254,1.20135397251333,1.39035683428776,1.14764665704038,1.50942453663126,2.87523173592987,4.47010698027397,5.72810378795149,7.50169799422387,6.9736083191497,7.52979040941811,8.66143112916648,8.28176077058725,11.5243640879887,9.93996112815623,10.3296582458347,11.704538686253,14.1944932809572,12.7623457028384,20.258714565636328,18.07427055206184,19.303947449053243,19.805855213297757,21.914214170714711,20.107739175943074,22.079087459600281,20.3313835700613,16.860920480120146,21.78267968140522,21.457568769857726,24.6227144926609,20.7081047758574,22.2218699077194,26.6655336460767,29.3665081833593,27.4307160353235,24.3652372091404,25.9522284230513,25.7674055362567,20.1401357267587,ü,-17.340695048914725,-21.838713259586946,,,,üü
299,,,Other cereal convenience foods,,g,40.6943656412745,52.9096152208008,55.1471732943815,59.4896051303261,62.6508363582516,67.0569084694961,71.1928171445732,72.5284229838132,75.0880447826267,34.1971357117331,33.8672666716127,35.3384423512345,38.1569650377097,39.7388802945092,37.6129823006901,39.9711369050459,39.4483425379683,50.7595869556529,53.6392603000475,40.813019416364,41.958236680695,47.194898698697,57.3479191050783,58.1358275343644,50.778982428985,48.647302912784,61.7150163922347,70.4383119162475,73.241622770007339,69.972688693473316,68.370763086763219,70.701637502007912,75.772894765771923,71.025039126236109,74.655113212114,78.883132611470629,83.573096567646033,79.48540076297607,72.1274654116712,80.537031660202,89.4522275810034,93.7278829889109,93.3182254064292,95.2735535821529,102.609580274606,99.387648424108,105.034499074276,122.733815598687,üü,19.61243313755261,16.850955334108516,yes,k,,üüü
29907,,,,"Cake, pudding and dessert mixes",g,7.42999604083864,13.7191681741959,13.7655482332758,14.6471291317913,14.8223608769281,15.7775437128266,16.2151570545259,15.8205484176722,16.1673443498787,11.4876369320974,11.0231184474108,10.3787508638727,10.132100620715,10.5555285636847,8.49653869436485,8.01064033932331,7.20080351912494,6.90086524681405,6.69947781849439,5.5943420229412,5.24406142871303,5.18569378270707,5.62654108188335,4.99182423674152,4.92876891052489,4.27714792038776,4.18684683807863,9.1314903155147285,9.694054553846204,5.8807901770180084,5.5036418236460039,5.8742557984269341,5.8118280680248926,5.3890367024616586,5.54701906885252,5.3282831181016554,6.4710371089253673,5.7520542051047601,6.66196855122335,6.35147417808043,6.34170341727866,6.02240408263805,6.01170505610197,4.62230022163678,6.15092615532643,5.79114395017666,5.2475012586264,7.58611529904354,ü,23.332895038486168,44.566240676410985,,,,ü
29909,,,,Cereal snacks,g,15.8280967577051,9.97757685396065,10.0113078060188,10.6524575503937,10.7798988195841,11.4745772456921,11.7928414942006,11.5058533946707,11.7580686180936,5.43068868484476,5.40448051339432,6.05264537577938,6.79719848465302,7.24456332266123,7.20055677032182,7.92357641931538,8.00044461377418,11.6163276976081,12.6370380238254,8.98441720108502,10.0089483307854,11.8278955248365,10.1491996165737,13.1609229266089,13.5692187586065,12.4251351730841,14.1099550302084,20.800783481504237,23.730154295008056,18.616433044768623,17.712405698486521,17.328335407258589,18.064669266213013,16.879939584759381,17.3549126141785,19.408352470953915,20.395922923549158,21.204609702289773,19.601154280395,21.8795307560475,22.7008860141139,23.9321608923719,24.0143432794654,22.3772314934831,23.8289689822942,23.5379374720098,26.5632740097212,29.2099269424939,üü,22.581581117495858,9.9635795339239994,yes,k,,üüü
29915,,,,"Quiches and flans, frozen and not frozen",g,1.5238202190051,1.48017950995159,1.41108677824237,2.65818264848379,3.01110035274712,2.98698283566642,2.88696662396529,2.80256248614509,3.01898327182247,4.07545543542619,4.03899585235812,3.93705029783944,4.2954490383657,4.24317994009375,4.28316290952291,4.47223086629937,4.50716848170055,4.92498475588258,4.94116111249892,5.17462678252554,5.45745155328759,5.35904499002455,6.30037241045599,6.28702346582579,6.45139660841483,6.48429300896092,10.5069848515485,11.048966885935712,11.91465810043197,13.037748457272029,13.320430078587776,11.778203594609405,12.446914491103845,11.503704399805743,11.6379725879387,11.362531908439395,10.824165538493089,10.582230333322595,8.59778864443737,10.5015176801388,10.1455641114146,10.7600001205827,10.4817069343112,8.76675477530451,10.8861653267938,9.86167838401545,10.623665924287,11.9344072391631,ü,9.6291199049617475,12.337937998216072,,,,üü
29916,,,,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",g,1.00495852429873,1.24719710674508,1.25141347575235,1.33155719379921,1.34748735244801,1.43432215571151,1.47410518677508,1.43823167433384,1.4697585772617,0.658265295132698,0.6550885470781,0.733653984942955,0.823902846624608,0.8781288875953,0.872794760039008,0.960433505371561,0.969750862275659,1.40803972092219,1.53176218470611,0.998268577898336,1.11210537008727,1.31421061387072,1.12768884628597,1.46232476962321,1.5076909731785,1.38057057478712,1.56777278113427,0.93862814877241718,0.8945695553591444,1.0321688806553653,1.0322603172274893,1.0998341359790316,1.0222957860610018,1.0120504471151328,0.749785870248141,0.69679661564490447,1.0005324285166943,0.82544941392092452,0.830218442415332,0.962200307131046,0.888110806962203,0.947890021267272,0.872801507048965,1.03234163404733,0.742513848830185,1.09580331665256,0.989958224831491,0.72627027728936,,-2.1876455996633863,-26.636270190796747,,,,ü
29919,,,,"Other cereal foods, frozen and not frozen",g,14.907494099427,26.4854935759476,28.7078170010922,30.2002786058582,32.6899889565444,35.3834825195995,38.8237467851063,40.9612270109914,42.6738899655703,12.545089364232,12.7455833113714,14.2363418288,16.1083140473514,16.8174795804742,16.7599291664415,18.6042557747363,18.770175061093,25.909369534426,27.8298211605227,20.0613648319139,20.1356699978217,23.5080537872582,34.1441171498792,32.233732135565,24.3219071782603,24.0801562355642,31.3434568912649,28.518443084520356,27.008186265361864,31.405548133759275,30.802025168815266,34.621008565733753,38.427187154369101,36.240307992094088,39.365423070896,42.087168498330868,44.881438568161911,41.121057108338007,36.4363354932001,40.8423087388042,49.3759632312341,52.065427872051,51.9376686295017,58.4749254576812,61.0010059613618,59.1010853012536,61.6100996568099,73.2770958406973,üü,20.1244056321156,18.936824074099452,yes,k,,üüü
301,,,Other cereals,,g,6.08641004669091,6.31550309926389,7.76032561656709,7.1903003906261,9.05864252965056,7.99814180188297,10.7263076231818,9.54659532685486,9.22841101497981,10.9160620803576,11.0642600078903,10.4920649020367,15.1839979541274,14.0254385640305,15.2850379448219,16.2552613998539,15.8302458102494,16.4907061707625,19.5053644030444,20.449382562207,19.9256015054526,21.9982517620377,25.667452852638,28.372894559595,3.04120967305639,1.72049836421714,3.05400232741017,4.7228613999038274,5.6263922495694345,3.8677971104678766,4.2372682482592801,4.6601389875395842,7.3357046024724086,6.1573060331875826,6.23775308541693,6.6277517981323717,6.1594019391949644,6.9954893131211602,6.79497794354224,6.40482885816129,6.78799398952677,7.28656452520842,7.31070317851516,9.15299732525195,7.56568272340162,8.47897409838797,9.03516058980491,7.68541371445741,,1.5825536892452967,-14.938825513190414,,,,ü
