Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,FileName
Portable Island: Tenohira Resort,PSP,2006,Simulation,Namco Bandai Games,0,0,0.02,0,Simulation
Pippa Funnell 2: Farm Adventures,DS,2007,Simulation,Ubisoft,0,0.01,0,0,Simulation
Iron Soldier 3,PS,1999,Simulation,Telegames,0.01,0.01,0,0,Simulation
Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008,Simulation,Tecmo Koei,0,0,0.02,0,Simulation
Farming Simulator 2014,PSV,2014,Simulation,Focus Home Interactive,0.01,0,0,0,Simulation
Ship Simulator 2008,PC,2007,Simulation,Lighthouse Interactive,0,0.01,0,0,Simulation
Yume Neko DS,DS,2008,Simulation,Sega,0,0,0.02,0,Simulation
Dream C Club,PS3,2012,Simulation,D3Publisher,0,0,0.02,0,Simulation
"IGT Slots: Lucky Larry's Lobstermania",PC,2011,Simulation,Masque Publishing,0.01,0,0,0,Simulation
Hotel Giant DS,DS,2008,Simulation,Nobilis,0,0.01,0,0,Simulation
Rise of Flight: Iron Cross Edition,PC,2010,Simulation,Aerosoft,0.01,0,0,0,Simulation
My Little Baby,DS,2008,Simulation,CDV Software Entertainment,0,0.01,0,0,Simulation
Digger Simulator,PC,2011,Simulation,Excalibur Publishing,0,0.01,0,0,Simulation
IL-2 Sturmovik,PC,2001,Simulation,Blue Byte,0,0.01,0,0,Simulation
Sousaku Alice to Oujisama!,3DS,2015,Simulation,Happinet,0,0,0.01,0,Simulation
Monster Rancher Advance 2,GBA,2002,Simulation,Tecmo Koei,0.01,0,0,0,Simulation
Pet Shop Monogatari DS 2,DS,2010,Simulation,Taito,0,0,0.01,0,Simulation
Minna no Conveni,DS,2010,Simulation,Taito,0,0,0.01,0,Simulation
"Shepherd's Crossing",PSP,2009,Simulation,Success,0,0,0.01,0,Simulation
Rail Simulator,PC,2007,Simulation,Electronic Arts,0,0.01,0,0,Simulation
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009,Simulation,Konami Digital Entertainment,0,0,0.01,0,Simulation
Jambo! Safari Animal Rescue,DS,2009,Simulation,Sega,0.01,0,0,0,Simulation
Wedding Planner: Dream Weddings Guaranteed,DS,2010,Simulation,DTP Entertainment,0,0.01,0,0,Simulation
Fashionable Puppy: Oshare na Koinu DS,DS,2007,Simulation,MTO,0,0,0.01,0,Simulation
Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0,0.01,0,0,Simulation
Pilot Academy,PSP,2006,Simulation,Rising Star Games,0,0.01,0,0,Simulation
Railfan,PS3,2006,Simulation,Ongakukan,0,0,0.01,0,Simulation
Goat Simulator,XOne,2016,Simulation,Koch Media,0,0.01,0,0,Simulation
Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0,0.01,0.01,0,Simulation
Muv-Luv Alternative,PS3,2012,Simulation,5pb,0,0,0.01,0,Simulation
Pony Friends 2,PC,2009,Simulation,Eidos Interactive,0,0.01,0,0,Simulation
National Geographic Panda (JP sales),DS,2008,Simulation,Ubisoft,0,0,0.01,0,Simulation
Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0,0.01,0,0,Simulation
Plushees,DS,2008,Simulation,Destineer,0.01,0,0,0,Simulation
Wii Sports,Wii,2006,Sports,Nintendo,41.49,29.02,3.77,8.46,Sports
Wii Sports Resort,Wii,2009,Sports,Nintendo,15.75,11.01,3.28,2.96,Sports
Wii Fit,Wii,2007,Sports,Nintendo,8.94,8.03,3.6,2.15,Sports
Wii Fit Plus,Wii,2009,Sports,Nintendo,9.09,8.59,2.53,1.79,Sports
FIFA 16,PS4,2015,Sports,Electronic Arts,1.11,6.06,0.06,1.26,Sports
Mario & Sonic at the Olympic Games,Wii,2007,Sports,Sega,2.58,3.9,0.66,0.91,Sports
FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.32,0.07,1.73,Sports
Zumba Fitness,Wii,2010,Sports,505 Games,3.5,2.64,0,0.67,Sports
FIFA 12,PS3,2011,Sports,Electronic Arts,0.84,4.32,0.11,1.42,Sports
FIFA 15,PS4,2014,Sports,Electronic Arts,0.79,4.29,0.05,1.47,Sports
Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,Sports
Madden NFL 2004,PS2,N/A,Sports,Electronic Arts,4.26,0.26,0.01,0.71,Sports
Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.64,2.48,0.44,0.58,Sports
FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.6,3.29,0.06,1.13,Sports
"Tony Hawk's Pro Skater",PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,Sports
Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,Sports
FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,Sports
FIFA 17,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,Sports
"Tony Hawk's Pro Skater 2",PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,Sports
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.89,1.99,0.22,0.48,Sports
Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,Sports
Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,Sports
"Tony Hawk's Pro Skater 3",PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,Sports
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,Sports
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,Sports
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,Sports
FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,Sports
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,Sports
FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,Sports
World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,Sports
Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,Sports
EA Sports Active,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,Sports
"Tony Hawk's Underground",PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,Sports
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,Sports
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,Sports
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,Sports
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,Sports
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,Sports
"Tony Hawk's Pro Skater 4",PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,Sports
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,Sports
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,Sports
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,Sports
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1.22,1.66,0.27,0.38,Sports
FIFA Soccer 2004,PS2,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51,Sports
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,Sports
FIFA 16,XOne,2015,Sports,Electronic Arts,0.88,2.11,0,0.23,Sports
Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.33,0.3,0,0.59,Sports
Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,Sports
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46,Sports
FIFA 15,X360,2014,Sports,Electronic Arts,0.78,2.02,0,0.3,Sports
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,Sports
World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,Sports
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,Sports
NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,Sports
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,Sports
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,Sports
Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0,0.28,Sports
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,Sports
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,Sports
Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.54,1.07,0,0.28,Sports
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.16,0,0.17,Sports
FIFA 16,PS3,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42,Sports
Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,Sports
Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,Sports
NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,Sports
Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,Sports
Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,Sports
Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0,0.24,Sports
ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,0.12,0,0.36,Sports
Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,Sports
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,Sports
NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,Sports
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,Sports
NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,Sports
Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,Sports
Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.11,0.23,0,0.22,Sports
Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,Sports
Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0,0.2,Sports
PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,Sports
NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,Sports
NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0,0.17,Sports
Ice Hockey,NES,1988,Sports,Nintendo,1.27,0.32,0.78,0.05,Sports
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,Sports
Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.07,0.08,0,0.26,Sports
Zumba Fitness,X360,2010,Sports,505 Games,1.74,0.48,0,0.18,Sports
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,Sports
Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.04,0.15,0,0.19,Sports
Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0,0.18,Sports
"Tony Hawk's Underground 2",PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,Sports
Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0,0.21,Sports
Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,0.74,0.02,0.22,Sports
My Fitness Coach,Wii,2008,Sports,Ubisoft,1.2,0.9,0,0.24,Sports
NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.93,0.14,0,0.24,Sports
Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,1.06,0.07,Sports
Cool Boarders 3,PS,1998,Sports,989 Studios,1.65,0.46,0.1,0.1,Sports
Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,Sports
FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,Sports
Cool Boarders 2,PS,1997,Sports,UEP Systems,1.52,0.46,0.2,0.08,Sports
Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0,0.17,Sports
Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0,2.05,0,Sports
Madden NFL 25,X360,2013,Sports,Electronic Arts,1.97,0.07,0,0.13,Sports
Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,Sports
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.51,0.47,0,0.18,Sports
Volleyball,NES,1987,Sports,Nintendo,0.14,0.03,1.98,0,Sports
FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.41,0,0.14,Sports
Golf,GB,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,Sports
NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,Sports
"Tony Hawk's Pro Skater",N64,2000,Sports,Activision,1.68,0.4,0,0.03,Sports
PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,0.11,1.34,0.4,0.26,Sports
Mario Sports Mix,Wii,2010,Sports,Nintendo,0.9,0.45,0.63,0.13,Sports
Derby Stallion,PS,1997,Sports,ASCII Entertainment,0,0,1.96,0.14,Sports
Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.94,0,0.35,Sports
NBA 2K14,PS3,2013,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,Sports
NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0,0.05,Sports
Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.53,0.25,0,0.25,Sports
1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo,1.25,0.61,0.13,0.05,Sports
NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0,0.27,Sports
Madden NFL 15,X360,2014,Sports,Electronic Arts,1.76,0.09,0,0.17,Sports
Tennis,GB,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,Sports
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,Sports
Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,Sports
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06,Sports
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,Sports
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.51,0,0.29,0.12,Sports
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.15,0,0.18,Sports
Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,Sports
FIFA 2000,PS,1998,Sports,Electronic Arts,0.22,1.47,0.04,0.14,Sports
Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0,0.08,Sports
NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0,0.24,Sports
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0,0.25,Sports
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0,0.01,0.13,Sports
NFL GameDay 2000,PS,1999,Sports,989 Studios,1,0.68,0,0.12,Sports
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.59,0.03,0,0.15,Sports
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.07,0.02,0.32,Sports
Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0,0.04,Sports
Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,Sports
Madden NFL 99,PS,1998,Sports,Electronic Arts,1.66,0.04,0,0.04,Sports
SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0,0.22,Sports
Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0,0.08,Sports
"Cabela's Big Game Hunter 2010",Wii,2009,Sports,Activision Value,1.58,0,0,0.12,Sports
FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0,1.23,Sports
We Ski,Wii,2008,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,Sports
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,Sports
NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.36,0.18,0,0.15,Sports
FIFA 16,X360,2015,Sports,Electronic Arts,0.55,1.01,0,0.13,Sports
NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04,Sports
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.94,0.57,0,0.17,Sports
SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0,0.22,Sports
Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0,0.2,Sports
Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0,0.04,Sports
"Tony Hawk's Pro Skater 3",PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,Sports
NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,0.23,Sports
SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,Sports
NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0,0.21,Sports
NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,Sports
Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,Sports
NBA Live 06 (All region sales),PS2,2005,Sports,Electronic Arts,1.44,0.15,0,0.05,Sports
ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0,0.07,Sports
Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0,0.1,Sports
NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.33,0.14,0,0.15,Sports
NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,0.22,Sports
"Tony Hawk's American Wasteland (Old all region sales)",PS2,2005,Sports,Activision,0.8,0.63,0.01,0.19,Sports
Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.99,0.04,0.49,0.1,Sports
NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0,0.21,Sports
Baseball,GB,1989,Sports,Nintendo,0.66,0.27,0.65,0.03,Sports
Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,Sports
ESPN NBA 2K5,PS2,2004,Sports,Global Star,1.26,0.12,0,0.21,Sports
Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,Sports
Carnival Games: Mini Golf,Wii,2008,Sports,Take-Two Interactive,0.87,0.56,0,0.15,Sports
Pro Evolution Soccer 2010,PS2,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,Sports
NCAA Football 2002,PS2,2001,Sports,Electronic Arts,0.77,0.6,0,0.2,Sports
Pro Evolution Soccer 2013,PS3,2012,Sports,Konami Digital Entertainment,0.18,0.64,0.49,0.25,Sports
Active Life: Outdoor Challenge,Wii,2008,Sports,Atari,0.79,0.44,0.19,0.14,Sports
MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,1.26,0.07,0,0.21,Sports
NFL GameDay 99,PS,1998,Sports,989 Studios,1.44,0.05,0,0.04,Sports
FIFA 17,XOne,2016,Sports,Electronic Arts,0.17,1.26,0,0.1,Sports
Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,Sports
Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,Electronic Arts,0.85,0.58,0,0.1,Sports
The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,0.36,0.9,0,0.27,Sports
NBA Live 2000,PS,1998,Sports,Electronic Arts,1.43,0.05,0,0.03,Sports
Madden NFL 15,XOne,2014,Sports,Electronic Arts,1.3,0.09,0,0.12,Sports
Football Manager 2012,PC,2011,Sports,Sega,0.02,1.16,0,0.34,Sports
NBA Live 98,PS,1997,Sports,Electronic Arts,1.41,0.06,0,0.04,Sports
NFL Blitz,PS,1998,Sports,Midway Games,1.41,0.05,0,0.04,Sports
Madden NFL 2001,PS2,2000,Sports,Electronic Arts,1.19,0.07,0.05,0.2,Sports
Madden NFL 09,PS2,2008,Sports,Electronic Arts,1.22,0,0,0.27,Sports
New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,0.37,0.69,0.28,0.14,Sports
Nintendo World Cup,NES,1990,Sports,Nintendo,0.28,0.5,0.65,0.05,Sports
Major League Baseball 2K5,PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0,0.19,Sports
Triple Play 99,PS,N/A,Sports,N/A,0.81,0.55,0,0.1,Sports
Mario Superstar Baseball,GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,Sports
"Tony Hawk's American Wasteland (Weekly american sales)",PS2,2005,Sports,Activision,1.38,0.05,0,0.02,Sports
Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.03,0.32,0,0.09,Sports
NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.16,0.08,0,0.19,Sports
Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,0.81,0.48,0,0.14,Sports
Triple Play 2000,PS,1999,Sports,Electronic Arts,0.79,0.54,0,0.09,Sports
"Cabela's Big Game Hunter",PS2,2002,Sports,Activision,0.7,0.54,0,0.18,Sports
NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,1.35,0.05,0,0.02,Sports
NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0,0.19,Sports
"Pro Yakyuu Family Stadium '87",NES,1987,Sports,Namco Bandai Games,0.12,0,1.3,0,Sports
Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.07,0.15,0,0.19,Sports
2Xtreme,PS,1996,Sports,Sony Computer Entertainment,1.15,0.2,0,0.05,Sports
Madden NFL 2002,PS,2001,Sports,Electronic Arts,0.78,0.53,0,0.09,Sports
NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0,0.03,Sports
Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,0.67,0.53,0,0.18,Sports
NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,Sports
Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,0.03,0,0.03,Sports
FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,0.23,0.73,0.02,0.37,Sports
FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,0.2,0.76,0,0.39,Sports
FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,Sports
MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.1,0.06,0,0.18,Sports
Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,0.79,0.42,0,0.11,Sports
NBA 2K14,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12,Sports
"Tony Hawk's Pro Skater",GB,2000,Sports,Activision,0.9,0.38,0.01,0.05,Sports
Triple Play 2001,PS,2000,Sports,Electronic Arts,0.74,0.5,0,0.09,Sports
NFL 2K3,PS2,2002,Sports,Atari,1.06,0.08,0,0.18,Sports
Madden NFL 97,PS,1996,Sports,Electronic Arts,0.73,0.5,0,0.09,Sports
"Gold's Gym: Cardio Workout",Wii,2008,Sports,Ubisoft,1.11,0.04,0.06,0.09,Sports
NBA Live 07,PS2,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17,Sports
EA Playground,Wii,2007,Sports,Electronic Arts,0.69,0.48,0,0.13,Sports
EA Sports Active 2,Wii,2010,Sports,Electronic Arts,0.78,0.4,0,0.11,Sports
FIFA Street,PS3,2012,Sports,Electronic Arts,0.11,0.92,0,0.25,Sports
NBA 2K9,X360,2008,Sports,Take-Two Interactive,1,0.16,0,0.11,Sports
"Tony Hawk's Underground",XB,2003,Sports,Activision,0.85,0.37,0,0.05,Sports
"Jillian Michaels' Fitness Ultimatum 2009",Wii,2008,Sports,Deep Silver,0.96,0.2,0,0.11,Sports
Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,0.39,0.73,0,0.15,Sports
Football Manager 2011,PC,2010,Sports,Sega,0,1.01,0,0.25,Sports
Championship Manager 03/04,PC,2003,Sports,Eidos Interactive,0,1.15,0,0.11,Sports
Brian Lara Cricket,PS,1998,Sports,Codemasters,0.02,1.13,0.01,0.1,Sports
Winter Sports: The Ultimate Challenge,Wii,2007,Sports,RTL,0.45,0.68,0,0.12,Sports
NBA Live 2001,PS,2000,Sports,Electronic Arts,0.7,0.47,0,0.08,Sports
Reel Fishing,PS,1996,Sports,Natsume,0.99,0.13,0.1,0.04,Sports
2010 FIFA World Cup South Africa,PS3,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,Sports
Madden NFL 17,PS4,2016,Sports,Electronic Arts,0.92,0.08,0,0.23,Sports
Mario Power Tennis,GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,Sports
NBA Live 99,PS,1997,Sports,Electronic Arts,1.13,0.05,0,0.03,Sports
NBA 2K2,PS2,2002,Sports,Sega,0.59,0.46,0.01,0.15,Sports
FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,0.13,0.7,0.01,0.37,Sports
FIFA Soccer 07,PSP,2006,Sports,Electronic Arts,0.24,0.65,0,0.32,Sports
World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0,Sports
WWE 2K16,PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0,0.19,Sports
NFL 2K,DC,1999,Sports,Sega,1.12,0.05,0,0.02,Sports
NHL 2002,PS2,2001,Sports,Electronic Arts,0.59,0.46,0,0.15,Sports
WWE 2K14,PS3,2013,Sports,Take-Two Interactive,0.49,0.49,0,0.21,Sports
Pro Evolution Soccer 2008,Wii,2008,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,Sports
Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,Sega,0.18,0.64,0.27,0.1,Sports
Kobe Bryant in NBA Courtside,N64,1998,Sports,Nintendo,1.02,0.13,0.04,0.01,Sports
FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0,0.12,Sports
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,0.83,0.14,0,0.22,Sports
"Pro Yakyuu Family Stadium '88",NES,1988,Sports,Namco Bandai Games,0.1,0,1.08,0,Sports
Mario Tennis,GB,2000,Sports,Nintendo,0.5,0.18,0.44,0.06,Sports
"Tony Hawk's Pro Skater 2",GBA,2001,Sports,Activision,0.85,0.31,0,0.02,Sports
Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,0.7,0.37,0,0.1,Sports
"Cabela's Dangerous Hunts",PS2,2003,Sports,Zoo Digital Publishing,0.57,0.45,0,0.15,Sports
Cool Boarders 4,PS,1998,Sports,989 Studios,0.65,0.44,0,0.08,Sports
